ID,file,url,path,extension,status,size,initDown,termDown,baixado
21,tabela_1_1.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Empreendedorismo/2015/xls/tabela_1_1.xls,/Estatisticas_de_Empreendedorismo/2015/xls/tabela_1_1.xls,.xls,TRUE,NA,1561663616.4293418,1561663618.5951715,TRUE
22,tabela_1_2.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Empreendedorismo/2015/xls/tabela_1_2.xls,/Estatisticas_de_Empreendedorismo/2015/xls/tabela_1_2.xls,.xls,TRUE,NA,1561663618.595412,1561663621.6173022,TRUE
23,tabela_1_3.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Empreendedorismo/2015/xls/tabela_1_3.xls,/Estatisticas_de_Empreendedorismo/2015/xls/tabela_1_3.xls,.xls,TRUE,NA,1561663621.6175437,1561663626.7204485,TRUE
24,tabela_1_4.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Empreendedorismo/2015/xls/tabela_1_4.xls,/Estatisticas_de_Empreendedorismo/2015/xls/tabela_1_4.xls,.xls,TRUE,NA,1561663626.7207456,1561663630.6197119,TRUE
25,tabela_2_1.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_1.xls,/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_1.xls,.xls,TRUE,NA,1561663630.6199658,1561663633.5405595,TRUE
26,tabela_2_2.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_2.xls,/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_2.xls,.xls,TRUE,NA,1561663633.5409915,1561663639.9698443,TRUE
27,tabela_2_3.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_3.xls,/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_3.xls,.xls,TRUE,NA,1561663639.9700818,1561663642.2963974,TRUE
28,tabela_2_4.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_4.xls,/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_4.xls,.xls,TRUE,NA,1561663642.2965753,1561663644.6295824,TRUE
29,tabela_2_5.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_5.xls,/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_5.xls,.xls,TRUE,NA,1561663644.6298501,1561663647.423327,TRUE
30,tabela_2_6.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_6.xls,/Estatisticas_de_Empreendedorismo/2015/xls/tabela_2_6.xls,.xls,TRUE,NA,1561663647.4235475,1561663649.6213844,TRUE
31,1_Estruturas_Economicas_xls.zip,ftp://ftp.ibge.gov.br/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/1_Estruturas_Economicas_xls.zip,/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/1_Estruturas_Economicas_xls.zip,.zip,TRUE,NA,1561663649.6216316,1561663652.0026166,TRUE
32,2_Educacao_xls_20180518.zip,ftp://ftp.ibge.gov.br/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/2_Educacao_xls_20180518.zip,/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/2_Educacao_xls_20180518.zip,.zip,TRUE,NA,1561663652.002828,1561663654.678671,TRUE
33,3_Saude_xls.zip,ftp://ftp.ibge.gov.br/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/3_Saude_xls.zip,/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/3_Saude_xls.zip,.zip,TRUE,NA,1561663654.6789384,1561663657.377513,TRUE
34,4_Vida_Publica_xls_20180518.zip,ftp://ftp.ibge.gov.br/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/4_Vida_Publica_xls_20180518.zip,/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/4_Vida_Publica_xls_20180518.zip,.zip,TRUE,NA,1561663657.3777351,1561663659.6680815,TRUE
35,5_Direitos_Humanos_xls.zip,ftp://ftp.ibge.gov.br/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/5_Direitos_Humanos_xls.zip,/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/5_Direitos_Humanos_xls.zip,.zip,TRUE,NA,1561663659.668409,1561663662.4471238,TRUE
36,Tabela_Resumo_Indicadores_20180518.xls,ftp://ftp.ibge.gov.br/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/Tabela_Resumo_Indicadores_20180518.xls,/Estatisticas_de_Genero/Indicadores_sociais_das_mulheres_no_Brasil/xls/Tabela_Resumo_Indicadores_20180518.xls,.xls,TRUE,NA,1561663662.4474363,1561663668.461212,TRUE
37,estimativa_dou_2018_20181019.ods,ftp://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.ods,/Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.ods,.ods,TRUE,NA,1561663668.4615405,1561663674.7922225,TRUE
38,estimativa_dou_2018_20181019.pdf,ftp://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.pdf,/Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.pdf,.pdf,TRUE,NA,1561663674.7924824,1561663683.7707427,TRUE
39,estimativa_dou_2018_20181019.xls,ftp://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.xls,/Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.xls,.xls,TRUE,NA,1561663683.7711136,1561663686.4581811,TRUE
40,estimativa_TCU_2018_20190213.ods,ftp://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/estimativa_TCU_2018_20190213.ods,/Estimativas_de_Populacao/Estimativas_2018/estimativa_TCU_2018_20190213.ods,.ods,TRUE,NA,1561663686.4584787,1561663692.4172037,TRUE
41,estimativa_TCU_2018_20190213.pdf,ftp://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/estimativa_TCU_2018_20190213.pdf,/Estimativas_de_Populacao/Estimativas_2018/estimativa_TCU_2018_20190213.pdf,.pdf,TRUE,NA,1561663692.4174302,1561663701.3756151,TRUE
42,estimativa_TCU_2018_20190213.xls,ftp://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/estimativa_TCU_2018_20190213.xls,/Estimativas_de_Populacao/Estimativas_2018/estimativa_TCU_2018_20190213.xls,.xls,TRUE,NA,1561663701.375813,1561663705.6060421,TRUE
43,serie_2001_2018_TCU.pdf,ftp://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/serie_2001_2018_TCU.pdf,/Estimativas_de_Populacao/Estimativas_2018/serie_2001_2018_TCU.pdf,.pdf,TRUE,NA,1561663705.6062233,1561663709.2866724,TRUE
44,serie_2001_2018_TCU.xls,ftp://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/serie_2001_2018_TCU.xls,/Estimativas_de_Populacao/Estimativas_2018/serie_2001_2018_TCU.xls,.xls,TRUE,NA,1561663709.28684,1561663711.8702745,TRUE
45,acre.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/acre.zip,/Dados_Genericos/Resultados_Microdados/Microdados/acre.zip,.zip,TRUE,NA,1561663711.8704638,1561663727.4437122,TRUE
46,alagoas.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/alagoas.zip,/Dados_Genericos/Resultados_Microdados/Microdados/alagoas.zip,.zip,TRUE,NA,1561663727.4438703,1561663753.5052292,TRUE
47,amapa.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/amapa.zip,/Dados_Genericos/Resultados_Microdados/Microdados/amapa.zip,.zip,TRUE,NA,1561663753.5054173,1561663777.7084534,TRUE
48,amazonas.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/amazonas.zip,/Dados_Genericos/Resultados_Microdados/Microdados/amazonas.zip,.zip,TRUE,NA,1561663777.7086148,1561663810.7927396,TRUE
49,bahia.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/bahia.zip,/Dados_Genericos/Resultados_Microdados/Microdados/bahia.zip,.zip,TRUE,NA,1561663810.7929375,1561663876.1262825,TRUE
50,ceara.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/ceara.zip,/Dados_Genericos/Resultados_Microdados/Microdados/ceara.zip,.zip,TRUE,NA,1561663876.1264832,1561663927.7714336,TRUE
51,distrito_federal.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/distrito_federal.zip,/Dados_Genericos/Resultados_Microdados/Microdados/distrito_federal.zip,.zip,FALSE,NA,1561663927.7715955,1561663951.3926811,FALSE
52,espirito_santo.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/espirito_santo.zip,/Dados_Genericos/Resultados_Microdados/Microdados/espirito_santo.zip,.zip,FALSE,NA,1561663951.3928473,1561664049.1580756,FALSE
53,goias.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/goias.zip,/Dados_Genericos/Resultados_Microdados/Microdados/goias.zip,.zip,FALSE,NA,1561664049.1582358,1561664088.5236404,FALSE
54,maranhao.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/maranhao.zip,/Dados_Genericos/Resultados_Microdados/Microdados/maranhao.zip,.zip,FALSE,NA,1561664088.5237978,1561664115.8905637,FALSE
55,mato_grosso.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/mato_grosso.zip,/Dados_Genericos/Resultados_Microdados/Microdados/mato_grosso.zip,.zip,FALSE,NA,1561664115.8907654,1561664143.856963,FALSE
56,mato_grosso_do_sul.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/mato_grosso_do_sul.zip,/Dados_Genericos/Resultados_Microdados/Microdados/mato_grosso_do_sul.zip,.zip,FALSE,NA,1561664143.8571274,1561664182.9627516,FALSE
57,minas_gerais.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/minas_gerais.zip,/Dados_Genericos/Resultados_Microdados/Microdados/minas_gerais.zip,.zip,FALSE,NA,1561664182.9629526,1561664324.466038,FALSE
58,para.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/para.zip,/Dados_Genericos/Resultados_Microdados/Microdados/para.zip,.zip,FALSE,NA,1561664324.46621,1561664377.8166049,FALSE
59,paraiba.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/paraiba.zip,/Dados_Genericos/Resultados_Microdados/Microdados/paraiba.zip,.zip,FALSE,NA,1561664377.816808,1561664459.5340104,FALSE
60,parana.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/parana.zip,/Dados_Genericos/Resultados_Microdados/Microdados/parana.zip,.zip,FALSE,NA,1561664459.5341718,1561664512.389125,FALSE
61,pernambuco.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/pernambuco.zip,/Dados_Genericos/Resultados_Microdados/Microdados/pernambuco.zip,.zip,FALSE,NA,1561664512.3892653,1561664593.1523871,FALSE
62,piaui.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/piaui.zip,/Dados_Genericos/Resultados_Microdados/Microdados/piaui.zip,.zip,FALSE,NA,1561664593.1525602,1561664682.7061908,FALSE
63,rio_de_janeiro.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/rio_de_janeiro.zip,/Dados_Genericos/Resultados_Microdados/Microdados/rio_de_janeiro.zip,.zip,FALSE,NA,1561664682.7064235,1561664767.1123273,FALSE
64,rio_grande_do_norte.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/rio_grande_do_norte.zip,/Dados_Genericos/Resultados_Microdados/Microdados/rio_grande_do_norte.zip,.zip,FALSE,NA,1561664767.1124887,1561664844.6458364,FALSE
65,rio_grande_do_sul.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/rio_grande_do_sul.zip,/Dados_Genericos/Resultados_Microdados/Microdados/rio_grande_do_sul.zip,.zip,FALSE,NA,1561664844.64606,1561664935.878571,FALSE
66,rondonia.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/rondonia.zip,/Dados_Genericos/Resultados_Microdados/Microdados/rondonia.zip,.zip,FALSE,NA,1561664935.8787131,1561664961.4165585,FALSE
67,roraima.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/roraima.zip,/Dados_Genericos/Resultados_Microdados/Microdados/roraima.zip,.zip,FALSE,NA,1561664961.416789,1561664981.5873826,FALSE
68,santa_catarina.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/santa_catarina.zip,/Dados_Genericos/Resultados_Microdados/Microdados/santa_catarina.zip,.zip,FALSE,NA,1561664981.5875509,1561665036.4076495,FALSE
69,sao_paulo.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/sao_paulo.zip,/Dados_Genericos/Resultados_Microdados/Microdados/sao_paulo.zip,.zip,FALSE,NA,1561665036.4078476,1561665131.0699778,FALSE
70,sao_paulo_rm.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/sao_paulo_rm.zip,/Dados_Genericos/Resultados_Microdados/Microdados/sao_paulo_rm.zip,.zip,FALSE,NA,1561665131.0701632,1561665187.9598868,FALSE
71,sergipe.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/sergipe.zip,/Dados_Genericos/Resultados_Microdados/Microdados/sergipe.zip,.zip,FALSE,NA,1561665187.9600534,1561665241.0869365,FALSE
72,tocantins.zip,ftp://ftp.ibge.gov.br/Dados_Genericos/Resultados_Microdados/Microdados/tocantins.zip,/Dados_Genericos/Resultados_Microdados/Microdados/tocantins.zip,.zip,FALSE,NA,1561665241.0871074,1561665251.708159,FALSE
73,Brasil_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Brasil_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Brasil_ods.zip,.zip,FALSE,NA,1561665251.7083504,1561665266.3275197,FALSE
74,Brasil_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Brasil_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Brasil_xls.zip,.zip,FALSE,NA,1561665266.3281138,1561665281.0736215,FALSE
75,errata_deslocamento.pdf,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/errata_deslocamento.pdf,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/errata_deslocamento.pdf,.pdf,FALSE,NA,1561665281.073871,1561665290.03829,FALSE
76,errata_migracao.pdf,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/errata_migracao.pdf,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/errata_migracao.pdf,.pdf,FALSE,NA,1561665290.0386214,1561665295.4124055,FALSE
77,Estudo_e_tratamento_rendimentos.pdf,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Estudo_e_tratamento_rendimentos.pdf,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Estudo_e_tratamento_rendimentos.pdf,.pdf,FALSE,NA,1561665295.4129865,1561665305.6211073,FALSE
78,Expansao_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Expansao_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Expansao_ods.zip,.zip,FALSE,NA,1561665305.6213117,1561665316.0855014,FALSE
79,Expansao_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Expansao_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Expansao_xls.zip,.zip,FALSE,NA,1561665316.0857084,1561665326.4022784,FALSE
80,1_Atualizacoes_20160311.txt,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/1_Atualizacoes_20160311.txt,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/1_Atualizacoes_20160311.txt,.txt,FALSE,NA,1561665326.4024477,1561665331.6188743,FALSE
81,AC.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/AC.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/AC.zip,.zip,FALSE,NA,1561665331.6191218,1561665348.942715,FALSE
82,AL.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/AL.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/AL.zip,.zip,FALSE,NA,1561665348.9428878,1561665402.331482,FALSE
83,AM.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/AM.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/AM.zip,.zip,FALSE,NA,1561665402.3316483,1561665418.1203399,FALSE
84,AP.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/AP.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/AP.zip,.zip,FALSE,NA,1561665418.120523,1561665428.0770383,FALSE
85,BA.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/BA.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/BA.zip,.zip,FALSE,NA,1561665428.0772097,1561665467.681638,FALSE
86,CE.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/CE.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/CE.zip,.zip,FALSE,NA,1561665467.6821249,1561665494.2154925,FALSE
87,DF.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/DF.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/DF.zip,.zip,FALSE,NA,1561665494.21576,1561665507.8467236,FALSE
88,Documentacao.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/Documentacao.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/Documentacao.zip,.zip,FALSE,NA,1561665507.8469422,1561665520.6718957,FALSE
89,ES.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/ES.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/ES.zip,.zip,FALSE,NA,1561665520.672134,1561665546.938137,FALSE
90,GO.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/GO.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Microdados/GO.zip,.zip,FALSE,NA,1561665546.9383023,1561665623.8093338,FALSE
