file,url,path,extension,status,size,initDown,termDown
bahia_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/bahia_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/bahia_ods.zip,.zip,TRUE,2585489,1561670737.1865466,1561670761.847002
bahia_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/bahia_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/bahia_xls.zip,.zip,TRUE,1712890,1561670761.847591,1561670772.1189444
ceara_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/ceara_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/ceara_ods.zip,.zip,TRUE,1278998,1561670772.1192324,1561670777.9180756
ceara_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/ceara_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/ceara_xls.zip,.zip,TRUE,869211,1561670777.918236,1561670786.548326
distrito_federal_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/distrito_federal_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/distrito_federal_ods.zip,.zip,TRUE,228867,1561670786.5485816,1561670790.8011305
distrito_federal_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/distrito_federal_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/distrito_federal_xls.zip,.zip,TRUE,NA,1561663421.2811544,1561663423.3899798
espirito_santo_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/espirito_santo_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/espirito_santo_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
espirito_santo_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/espirito_santo_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/espirito_santo_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
goias_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/goias_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/goias_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
goias_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/goias_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/goias_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
maranhao_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/maranhao_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/maranhao_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
maranhao_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/maranhao_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/maranhao_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
mato_grosso_do_sul_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/mato_grosso_do_sul_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/mato_grosso_do_sul_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
mato_grosso_do_sul_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/mato_grosso_do_sul_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/mato_grosso_do_sul_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
mato_grosso_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/mato_grosso_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/mato_grosso_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
mato_grosso_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/mato_grosso_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/mato_grosso_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
minas_gerais_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/minas_gerais_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/minas_gerais_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
minas_gerais_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/minas_gerais_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/minas_gerais_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
para_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/para_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/para_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
para_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/para_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/para_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
paraiba_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/paraiba_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/paraiba_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
paraiba_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/paraiba_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/paraiba_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
parana_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/parana_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/parana_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
parana_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/parana_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/parana_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
pernambuco_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/pernambuco_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/pernambuco_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
pernambuco_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/pernambuco_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/pernambuco_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
piaui_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/piaui_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/piaui_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
piaui_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/piaui_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/piaui_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rio_de_janeiro_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_de_janeiro_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_de_janeiro_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rio_de_janeiro_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_de_janeiro_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_de_janeiro_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rio_grande_do_norte_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_grande_do_norte_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_grande_do_norte_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rio_grande_do_norte_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_grande_do_norte_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_grande_do_norte_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rio_grande_do_sul_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_grande_do_sul_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_grande_do_sul_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rio_grande_do_sul_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_grande_do_sul_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rio_grande_do_sul_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rondonia_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rondonia_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rondonia_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rondonia_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rondonia_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/rondonia_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
roraima_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/roraima_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/roraima_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
roraima_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/roraima_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/roraima_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
santa_catarina_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/santa_catarina_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/santa_catarina_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
santa_catarina_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/santa_catarina_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/santa_catarina_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
sao_paulo_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/sao_paulo_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/sao_paulo_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
sao_paulo_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/sao_paulo_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/sao_paulo_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
sergipe_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/sergipe_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/sergipe_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
sergipe_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/sergipe_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/sergipe_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
tocantins_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/tocantins_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/tocantins_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
tocantins_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/tocantins_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra/Unidades_da_Federacao/tocantins_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
microdados_%2014_municipios_com_areas_redefinidas_20160331.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra_areas_de_ponderacao/Municipios_com_areas_de_ponderacao_redefinidas/microdados_%2014_municipios_com_areas_redefinidas_20160331.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra_areas_de_ponderacao/Municipios_com_areas_de_ponderacao_redefinidas/microdados_%2014_municipios_com_areas_redefinidas_20160331.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
tabelas_municipios_areas_redefinidas_ods.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra_areas_de_ponderacao/Municipios_com_areas_de_ponderacao_redefinidas/tabelas_municipios_areas_redefinidas_ods.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra_areas_de_ponderacao/Municipios_com_areas_de_ponderacao_redefinidas/tabelas_municipios_areas_redefinidas_ods.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
tabelas_municipios_areas_redefinidas_xls.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra_areas_de_ponderacao/Municipios_com_areas_de_ponderacao_redefinidas/tabelas_municipios_areas_redefinidas_xls.zip,/Censos/Censo_Demografico_2010/Resultados_Gerais_da_Amostra_areas_de_ponderacao/Municipios_com_areas_de_ponderacao_redefinidas/tabelas_municipios_areas_redefinidas_xls.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
acre.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/acre.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/acre.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
alagoas.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/alagoas.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/alagoas.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
amapa.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/amapa.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/amapa.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
amazonas.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/amazonas.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/amazonas.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
bahia.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/bahia.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/bahia.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
ceara.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/ceara.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/ceara.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
distrito_federal.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/distrito_federal.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/distrito_federal.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
espirito_santo.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/espirito_santo.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/espirito_santo.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
goias.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/goias.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/goias.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
maranhao.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/maranhao.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/maranhao.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
mato_grosso.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/mato_grosso.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/mato_grosso.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
mato_grosso_do_sul.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/mato_grosso_do_sul.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/mato_grosso_do_sul.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
minas_gerais.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/minas_gerais.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/minas_gerais.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
para.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/para.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/para.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
paraiba.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/paraiba.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/paraiba.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
parana.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/parana.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/parana.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
pernambuco.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/pernambuco.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/pernambuco.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
piaui.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/piaui.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/piaui.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rio_de_janeiro.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/rio_de_janeiro.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/rio_de_janeiro.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rio_grande_do_norte.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/rio_grande_do_norte.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/rio_grande_do_norte.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rio_grande_do_sul.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/rio_grande_do_sul.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/rio_grande_do_sul.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
rondonia.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/rondonia.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/rondonia.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
roraima.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/roraima.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/roraima.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
santa_catarina.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/santa_catarina.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/santa_catarina.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
sao_paulo.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/sao_paulo.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/sao_paulo.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
sergipe.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/sergipe.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/sergipe.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
tocantins.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/tocantins.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/xls/Unidades_da_Federacao/tocantins.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
1_Atualizacoes_20171016.txt,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/1_Atualizacoes_20171016.txt,/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/1_Atualizacoes_20171016.txt,.txt,NA,NA,1561663421.2811544,1561663423.3899798
AC_20171016.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/AC_20171016.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/AC_20171016.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
AL_20171016.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/AL_20171016.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/AL_20171016.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
AM_20171016.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/AM_20171016.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/AM_20171016.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
AP_20171016.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/AP_20171016.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/AP_20171016.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
BA_20171016.zip,ftp://ftp.ibge.gov.br/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/BA_20171016.zip,/Censos/Censo_Demografico_2010/Resultados_do_Universo/Agregados_por_Setores_Censitarios/BA_20171016.zip,.zip,NA,NA,1561663421.2811544,1561663423.3899798
