"Tabela 793 - População residente"
"Variável - População residente (Pessoas)"
"Nível","Cód.","Município","Ano"
"MU","2403905","Francisco Dantas (RN)","2928"
"MU","2404002","Frutuoso Gomes (RN)","4360"
"MU","2404101","Galinhos (RN)","2149"
"MU","2404200","Goianinha (RN)","20347"
"MU","2404309","Governador Dix-Sept Rosado (RN)","12374"
"MU","2404408","Grossos (RN)","9441"
"MU","2404507","Guamaré (RN)","11737"
"MU","2404606","Ielmo Marinho (RN)","11649"
"MU","2404705","Ipanguaçu (RN)","13444"
"MU","2404804","Ipueira (RN)","2035"
"MU","2404853","Itajá (RN)","6410"
"MU","2404903","Itaú (RN)","5758"
"MU","2405009","Jaçanã (RN)","7788"
"MU","2405108","Jandaíra (RN)","6447"
"MU","2405207","Janduís (RN)","5416"
"MU","2405306","Januário Cicco (RN)","8294"
"MU","2405405","Japi (RN)","5610"
"MU","2405504","Jardim de Angicos (RN)","2536"
"MU","2405603","Jardim de Piranhas (RN)","13704"
"MU","2405702","Jardim do Seridó (RN)","12013"
"MU","2405801","João Câmara (RN)","30423"
"MU","2405900","João Dias (RN)","2723"
"MU","2406007","José da Penha (RN)","5982"
"MU","2406106","Jucurutu (RN)","17501"
"MU","2406155","Jundiá (RN)","3517"
"MU","2406205","Lagoa d'Anta (RN)","5940"
"MU","2406304","Lagoa de Pedras (RN)","6989"
"MU","2406403","Lagoa de Velhos (RN)","2699"
"MU","2406502","Lagoa Nova (RN)","13167"
"MU","2406601","Lagoa Salgada (RN)","7179"
"MU","2406700","Lajes (RN)","10412"
"MU","2406809","Lajes Pintadas (RN)","4217"
"MU","2406908","Lucrécia (RN)","3418"
"MU","2407005","Luís Gomes (RN)","9763"
"MU","2407104","Macaíba (RN)","63337"
"MU","2407203","Macau (RN)","27132"
"MU","2407252","Major Sales (RN)","3459"
"MU","2407302","Marcelino Vieira (RN)","8112"
"MU","2407401","Martins (RN)","8089"
"MU","2407500","Maxaranguape (RN)","8969"
"MU","2407609","Messias Targino (RN)","3795"
"MU","2407708","Montanhas (RN)","12393"
"MU","2407807","Monte Alegre (RN)","20590"
"MU","2407906","Monte das Gameleiras (RN)","2394"
"MU","2408003","Mossoró (RN)","234390"
"MU","2408102","Natal (RN)","774230"
"MU","2408201","Nísia Floresta (RN)","22906"
"MU","2408300","Nova Cruz (RN)","35280"
"MU","2408409","Olho d'Água do Borges (RN)","4442"
"MU","2408508","Ouro Branco (RN)","4973"
"MU","2408607","Paraná (RN)","3886"
"MU","2408706","Paraú (RN)","3880"
"MU","2408805","Parazinho (RN)","4772"
"MU","2408904","Parelhas (RN)","19972"
"MU","2408953","Rio do Fogo (RN)","9753"
"MU","2409100","Passa e Fica (RN)","10372"
"MU","2409209","Passagem (RN)","2629"
"MU","2409308","Patu (RN)","11303"
"MU","2409332","Santa Maria (RN)","4659"
"MU","2409407","Pau dos Ferros (RN)","26728"
"MU","2409506","Pedra Grande (RN)","3918"
"MU","2409605","Pedra Preta (RN)","2659"
"MU","2409704","Pedro Avelino (RN)","7405"
"MU","2409803","Pedro Velho (RN)","13673"
"MU","2409902","Pendências (RN)","12505"
"MU","2410009","Pilões (RN)","3381"
"MU","2410108","Poço Branco (RN)","12288"
"MU","2410207","Portalegre (RN)","6855"
"MU","2410256","Porto do Mangue (RN)","4792"
"MU","2410306","Serra Caiada (RN)","8283"
"MU","2410405","Pureza (RN)","8030"
"MU","2410504","Rafael Fernandes (RN)","4608"
"MU","2410603","Rafael Godeiro (RN)","3131"
"MU","2410702","Riacho da Cruz (RN)","3025"
"MU","2410801","Riacho de Santana (RN)","4292"
"MU","2410900","Riachuelo (RN)","6824"
"MU","2411007","Rodolfo Fernandes (RN)","4569"
"MU","2411056","Tibau (RN)","3750"
"MU","2411106","Ruy Barbosa (RN)","3625"
"MU","2411205","Santa Cruz (RN)","33736"
"MU","2411403","Santana do Matos (RN)","14312"
"MU","2411429","Santana do Seridó (RN)","2729"
"MU","2411502","Santo Antônio (RN)","21263"
"MU","2411601","São Bento do Norte (RN)","3529"
"MU","2411700","São Bento do Trairí (RN)","3702"
"MU","2411809","São Fernando (RN)","3381"
"MU","2411908","São Francisco do Oeste (RN)","3669"
"MU","2412005","São Gonçalo do Amarante (RN)","77363"
"MU","2412104","São João do Sabugi (RN)","5765"
"MU","2412203","São José de Mipibu (RN)","36990"
"MU","2412302","São José do Campestre (RN)","11744"
"MU","2412401","São José do Seridó (RN)","3925"
"MU","2412500","São Miguel (RN)","22579"
"MU","2412559","São Miguel do Gostoso (RN)","8810"
"MU","2412609","São Paulo do Potengi (RN)","14483"
"MU","2412708","São Pedro (RN)","6433"
"MU","2412807","São Rafael (RN)","8116"
"MU","2412906","São Tomé (RN)","11115"
"MU","2413003","São Vicente (RN)","5819"
"MU","2413102","Senador Elói de Souza (RN)","5906"
"MU","2413201","Senador Georgino Avelino (RN)","3690"
"MU","2413300","Serra de São Bento (RN)","5801"
"MU","2413359","Serra do Mel (RN)","9216"
"MU","2413409","Serra Negra do Norte (RN)","7241"
"MU","2413508","Serrinha (RN)","6740"
"MU","2413557","Serrinha dos Pintos (RN)","4360"
"MU","2413607","Severiano Melo (RN)","5671"
"MU","2413706","Sítio Novo (RN)","5212"
"MU","2413805","Taboleiro Grande (RN)","2278"
"MU","2413904","Taipu (RN)","11768"
"MU","2414001","Tangará (RN)","13081"
"MU","2414100","Tenente Ananias (RN)","9311"
"MU","2414159","Tenente Laurentino Cruz (RN)","5120"
"MU","2414209","Tibau do Sul (RN)","10959"
"MU","2414308","Timbaúba dos Batistas (RN)","2295"
"MU","2414407","Touros (RN)","29436"
"MU","2414456","Triunfo Potiguar (RN)","3272"
"MU","2414506","Umarizal (RN)","10640"
"MU","2414605","Upanema (RN)","12719"
"MU","2414704","Várzea (RN)","5276"
"MU","2414753","Venha-Ver (RN)","3494"
"MU","2414803","Vera Cruz (RN)","10313"
"MU","2414902","Viçosa (RN)","1769"
"MU","2415008","Vila Flor (RN)","2647"
"MU","2500106","Água Branca (PB)","9224"
"MU","2500205","Aguiar (PB)","5629"
"MU","2500304","Alagoa Grande (PB)","27448"
"MU","2500403","Alagoa Nova (PB)","19163"
"MU","2500502","Alagoinha (PB)","13025"
"MU","2500536","Alcantil (PB)","5068"
"MU","2500577","Algodão de Jandaíra (PB)","2342"
"MU","2500601","Alhandra (PB)","18183"
"MU","2500700","São João do Rio do Peixe (PB)","17773"
"MU","2500734","Amparo (PB)","2007"
"MU","2500775","Aparecida (PB)","7323"
"MU","2500809","Araçagi (PB)","17376"
"MU","2500908","Arara (PB)","12356"
"MU","2501005","Araruna (PB)","19191"
"MU","2501104","Areia (PB)","24992"
"MU","2501153","Areia de Baraúnas (PB)","2096"
"MU","2501203","Areial (PB)","6234"
"MU","2501302","Aroeiras (PB)","19174"
"MU","2501351","Assunção (PB)","3336"
"MU","2501401","Baía da Traição (PB)","7630"
"MU","2501500","Bananeiras (PB)","21670"
"MU","2501534","Baraúna (PB)","3864"
"MU","2501575","Barra de Santana (PB)","8619"
"MU","2501609","Barra de Santa Rosa (PB)","12848"
"MU","2501708","Barra de São Miguel (PB)","5435"
"MU","2501807","Bayeux (PB)","92891"
"MU","2501906","Belém (PB)","17173"
"MU","2502003","Belém do Brejo do Cruz (PB)","7040"
"MU","2502052","Bernardino Batista (PB)","3164"
"MU","2502102","Boa Ventura (PB)","5800"
"MU","2502151","Boa Vista (PB)","5673"
"MU","2502201","Bom Jesus (PB)","2233"
"MU","2502300","Bom Sucesso (PB)","5152"
"MU","2502409","Bonito de Santa Fé (PB)","10253"
"MU","2502508","Boqueirão (PB)","15877"
"MU","2502607","Igaracy (PB)","6334"
"MU","2502706","Borborema (PB)","5009"
"MU","2502805","Brejo do Cruz (PB)","12424"
"MU","2502904","Brejo dos Santos (PB)","5743"
"MU","2503001","Caaporã (PB)","19388"
"MU","2503100","Cabaceiras (PB)","4907"
"MU","2503209","Cabedelo (PB)","49728"
"MU","2503308","Cachoeira dos Índios (PB)","8388"
"MU","2503407","Cacimba de Areia (PB)","3485"
"MU","2503506","Cacimba de Dentro (PB)","17108"
"MU","2503555","Cacimbas (PB)","6787"
"MU","2503605","Caiçara (PB)","7314"
"MU","2503704","Cajazeiras (PB)","56051"
"MU","2503753","Cajazeirinhas (PB)","3057"
"MU","2503803","Caldas Brandão (PB)","5363"
"MU","2503902","Camalaú (PB)","5761"
"MU","2504009","Campina Grande (PB)","371060"
"MU","2504033","Capim (PB)","5207"
"MU","2504074","Caraúbas (PB)","3824"
"MU","2504108","Carrapateira (PB)","2389"
"MU","2504157","Casserengue (PB)","6762"
"MU","2504207","Catingueira (PB)","4849"
"MU","2504306","Catolé do Rocha (PB)","27548"
"MU","2504355","Caturité (PB)","4467"
"MU","2504405","Conceição (PB)","17496"
"MU","2504504","Condado (PB)","6702"
"MU","2504603","Conde (PB)","19925"
"MU","2504702","Congo (PB)","4770"
"MU","2504801","Coremas (PB)","15236"
"MU","2504850","Coxixola (PB)","1705"
"MU","2504900","Cruz do Espírito Santo (PB)","15281"
"MU","2505006","Cubati (PB)","6356"
"MU","2505105","Cuité (PB)","20197"
"MU","2505204","Cuitegi (PB)","7047"
"MU","2505238","Cuité de Mamanguape (PB)","6505"
"MU","2505279","Curral de Cima (PB)","5469"
"MU","2505303","Curral Velho (PB)","2781"
"MU","2505352","Damião (PB)","4807"
"MU","2505402","Desterro (PB)","7929"
"MU","2505501","Vista Serrana (PB)","3253"
"MU","2505600","Diamante (PB)","6582"
"MU","2505709","Dona Inês (PB)","10832"
"MU","2505808","Duas Estradas (PB)","3748"
"MU","2505907","Emas (PB)","3257"
"MU","2506004","Esperança (PB)","29801"
"MU","2506103","Fagundes (PB)","11830"
"MU","2506202","Frei Martinho (PB)","2935"
"MU","2506251","Gado Bravo (PB)","8236"
"MU","2506301","Guarabira (PB)","54200"
"MU","2506400","Gurinhém (PB)","13209"
"MU","2506509","Gurjão (PB)","2985"
"MU","2506608","Ibiara (PB)","6139"
"MU","2506707","Imaculada (PB)","11451"
"MU","2506806","Ingá (PB)","18168"
"MU","2506905","Itabaiana (PB)","24752"
"MU","2507002","Itaporanga (PB)","22425"
"MU","2507101","Itapororoca (PB)","15966"
"MU","2507200","Itatuba (PB)","9841"
"MU","2507309","Jacaraú (PB)","13708"
"MU","2507408","Jericó (PB)","7825"
"MU","2507507","João Pessoa (PB)","674762"
"MU","2507606","Juarez Távora (PB)","7618"
"MU","2507705","Juazeirinho (PB)","15899"
"MU","2507804","Junco do Seridó (PB)","6486"
"MU","2507903","Juripiranga (PB)","10240"
"MU","2508000","Juru (PB)","10222"
"MU","2508109","Lagoa (PB)","4807"
"MU","2508208","Lagoa de Dentro (PB)","7258"
"MU","2508307","Lagoa Seca (PB)","24937"
"MU","2508406","Lastro (PB)","2834"
"MU","2508505","Livramento (PB)","7105"
"MU","2508554","Logradouro (PB)","3816"
"MU","2508604","Lucena (PB)","10943"
"MU","2508703","Mãe d'Água (PB)","4017"
"MU","2508802","Malta (PB)","5634"
"MU","2508901","Mamanguape (PB)","40283"
"MU","2509008","Manaíra (PB)","10986"
"MU","2509057","Marcação (PB)","7287"
"MU","2509107","Mari (PB)","20526"
"MU","2509156","Marizópolis (PB)","6214"
"MU","2509206","Massaranduba (PB)","12494"
"MU","2509305","Mataraca (PB)","6984"
"MU","2509339","Matinhas (PB)","4178"
"MU","2509370","Mato Grosso (PB)","2601"
"MU","2509396","Maturéia (PB)","5785"
"MU","2509404","Mogeiro (PB)","12305"
"MU","2509503","Montadas (PB)","4558"
"MU","2509602","Monte Horebe (PB)","4345"
"MU","2509701","Monteiro (PB)","29980"
"MU","2509800","Mulungu (PB)","9317"
"MU","2509909","Natuba (PB)","10216"
"MU","2510006","Nazarezinho (PB)","6933"
"MU","2510105","Nova Floresta (PB)","10032"
"MU","2510204","Nova Olinda (PB)","6280"
"MU","2510303","Nova Palmeira (PB)","3934"
"MU","2510402","Olho d'Água (PB)","7450"
"MU","2510501","Olivedos (PB)","3489"
"MU","2510600","Ouro Velho (PB)","2974"
"MU","2510659","Parari (PB)","1245"
"MU","2510709","Passagem (PB)","2124"
"MU","2510808","Patos (PB)","97276"
"MU","2510907","Paulista (PB)","11619"
"MU","2511004","Pedra Branca (PB)","3743"
"MU","2511103","Pedra Lavrada (PB)","6810"
"MU","2511202","Pedras de Fogo (PB)","26279"
"MU","2511301","Piancó (PB)","15881"
"MU","2511400","Picuí (PB)","18716"
"MU","2511509","Pilar (PB)","11301"
"MU","2511608","Pilões (PB)","6936"
"MU","2511707","Pilõezinhos (PB)","5319"
"MU","2511806","Pirpirituba (PB)","10232"
"MU","2511905","Pitimbu (PB)","16140"
"MU","2512002","Pocinhos (PB)","15956"
"MU","2512036","Poço Dantas (PB)","3919"
"MU","2512077","Poço de José de Moura (PB)","3959"
"MU","2512101","Pombal (PB)","31524"
"MU","2512200","Prata (PB)","3896"
"MU","2512309","Princesa Isabel (PB)","19330"
"MU","2512408","Puxinanã (PB)","12881"
"MU","2512507","Queimadas (PB)","38883"
"MU","2512606","Quixaba (PB)","1433"
"MU","2512705","Remígio (PB)","16748"
"MU","2512721","Pedro Régis (PB)","5588"
"MU","2512747","Riachão (PB)","3405"
"MU","2512754","Riachão do Bacamarte (PB)","4172"
"MU","2512762","Riachão do Poço (PB)","4239"
"MU","2512788","Riacho de Santo Antônio (PB)","1524"
"MU","2512804","Riacho dos Cavalos (PB)","8057"
"MU","2512903","Rio Tinto (PB)","23023"
"MU","2513000","Salgadinho (PB)","3367"
"MU","2513109","Salgado de São Félix (PB)","12526"
"MU","2513158","Santa Cecília (PB)","7016"
"MU","2513208","Santa Cruz (PB)","6480"
"MU","2513307","Santa Helena (PB)","6028"
"MU","2513356","Santa Inês (PB)","3707"
"MU","2513406","Santa Luzia (PB)","14292"
"MU","2513505","Santana de Mangueira (PB)","5609"
"MU","2513604","Santana dos Garrotes (PB)","7610"
"MU","2513653","Joca Claudino (PB)","2660"
"MU","2513703","Santa Rita (PB)","122454"
"MU","2513802","Santa Teresinha (PB)","4644"
"MU","2513851","Santo André (PB)","2641"
"MU","2513901","São Bento (PB)","29196"
"MU","2513927","São Bentinho (PB)","4049"
"MU","2513943","São Domingos do Cariri (PB)","2265"
"MU","2513968","São Domingos (PB)","2719"
"MU","2513984","São Francisco (PB)","3442"
"MU","2514008","São João do Cariri (PB)","4438"
"MU","2514107","São João do Tigre (PB)","4578"
"MU","2514206","São José da Lagoa Tapada (PB)","7810"
"MU","2514305","São José de Caiana (PB)","5942"
"MU","2514404","São José de Espinharas (PB)","4913"
"MU","2514453","São José dos Ramos (PB)","5482"
"MU","2514503","São José de Piranhas (PB)","18898"
"MU","2514552","São José de Princesa (PB)","4644"
"MU","2514602","São José do Bonfim (PB)","3180"
"MU","2514651","São José do Brejo do Cruz (PB)","1647"
"MU","2514701","São José do Sabugi (PB)","3986"
"MU","2514800","São José dos Cordeiros (PB)","3973"
"MU","2514909","São Mamede (PB)","7782"
"MU","2515005","São Miguel de Taipu (PB)","6568"
"MU","2515104","São Sebastião de Lagoa de Roça (PB)","10908"
"MU","2515203","São Sebastião do Umbuzeiro (PB)","3061"
"MU","2515302","Sapé (PB)","46363"
"MU","2515401","São Vicente do Seridó (PB)","9737"
"MU","2515500","Serra Branca (PB)","12413"
"MU","2515609","Serra da Raiz (PB)","3130"
"MU","2515708","Serra Grande (PB)","3038"
"MU","2515807","Serra Redonda (PB)","7651"
"MU","2515906","Serraria (PB)","6602"
"MU","2515930","Sertãozinho (PB)","4213"
"MU","2515971","Sobrado (PB)","7340"
"MU","2516003","Solânea (PB)","27346"
"MU","2516102","Soledade (PB)","13128"
"MU","2516151","Sossêgo (PB)","2965"
"MU","2516201","Sousa (PB)","63783"
"MU","2516300","Sumé (PB)","16456"
"MU","2516409","Tacima (PB)","9549"
"MU","2516508","Taperoá (PB)","14715"
"MU","2516607","Tavares (PB)","14021"
"MU","2516706","Teixeira (PB)","13685"
"MU","2516755","Tenório (PB)","2806"
"MU","2516805","Triunfo (PB)","9624"
"MU","2516904","Uiraúna (PB)","14454"
"MU","2517001","Umbuzeiro (PB)","9173"
"MU","2517100","Várzea (PB)","2457"
"MU","2517209","Vieirópolis (PB)","4756"
"MU","2517407","Zabelê (PB)","2024"
"MU","2600054","Abreu e Lima (PE)","92217"
"MU","2600104","Afogados da Ingazeira (PE)","34047"
"MU","2600203","Afrânio (PE)","16471"
"MU","2600302","Agrestina (PE)","21456"
"MU","2600401","Água Preta (PE)","29508"
"MU","2600500","Águas Belas (PE)","37992"
"MU","2600609","Alagoinha (PE)","14016"
"MU","2600708","Aliança (PE)","34740"
"MU","2600807","Altinho (PE)","21782"
"MU","2600906","Amaraji (PE)","20149"
"MU","2601003","Angelim (PE)","9836"
"MU","2601052","Araçoiaba (PE)","16520"
"MU","2601102","Araripina (PE)","75878"
"MU","2601201","Arcoverde (PE)","64863"
"MU","2601300","Barra de Guabiraba (PE)","12694"
"MU","2601409","Barreiros (PE)","41748"
"MU","2601508","Belém de Maria (PE)","9649"
"MU","2601607","Belém do São Francisco (PE)","20545"
"MU","2601706","Belo Jardim (PE)","70963"
"MU","2601805","Betânia (PE)","11548"
"MU","2601904","Bezerros (PE)","56629"
"MU","2602001","Bodocó (PE)","33381"
"MU","2602100","Bom Conselho (PE)","43397"
"MU","2602209","Bom Jardim (PE)","39023"
"MU","2602308","Bonito (PE)","39111"
"MU","2602407","Brejão (PE)","9341"
"MU","2602506","Brejinho (PE)","7158"
"MU","2602605","Brejo da Madre de Deus (PE)","40265"
"MU","2602704","Buenos Aires (PE)","12962"
"MU","2602803","Buíque (PE)","49937"
"MU","2602902","Cabo de Santo Agostinho (PE)","163139"
"MU","2603009","Cabrobó (PE)","28851"
"MU","2603108","Cachoeirinha (PE)","17421"
"MU","2603207","Caetés (PE)","25219"
"MU","2603306","Calçado (PE)","11337"
"MU","2603405","Calumbi (PE)","7577"
"MU","2603454","Camaragibe (PE)","136381"
"MU","2603504","Camocim de São Félix (PE)","15831"
"MU","2603603","Camutanga (PE)","7921"
"MU","2603702","Canhotinho (PE)","24218"
"MU","2603801","Capoeiras (PE)","19337"
"MU","2603900","Carnaíba (PE)","18345"
"MU","2603926","Carnaubeira da Penha (PE)","11689"
"MU","2604007","Carpina (PE)","65390"
"MU","2604106","Caruaru (PE)","289086"
"MU","2604155","Casinhas (PE)","14103"
"MU","2604205","Catende (PE)","33479"
"MU","2604304","Cedro (PE)","10240"
"MU","2604403","Chã de Alegria (PE)","11636"
"MU","2604502","Chã Grande (PE)","17563"
"MU","2604601","Condado (PE)","23211"
"MU","2604700","Correntes (PE)","16330"
"MU","2604809","Cortês (PE)","11616"
"MU","2604908","Cumaru (PE)","16388"
"MU","2605004","Cupira (PE)","22106"
"MU","2605103","Custódia (PE)","32157"
"MU","2605152","Dormentes (PE)","15595"
"MU","2605202","Escada (PE)","59850"
"MU","2605301","Exu (PE)","30567"
"MU","2605400","Feira Nova (PE)","19276"
"MU","2605459","Fernando de Noronha (PE)","2801"
"MU","2605509","Ferreiros (PE)","11002"
"MU","2605608","Flores (PE)","21962"
"MU","2605707","Floresta (PE)","26648"
"MU","2605806","Frei Miguelinho (PE)","14067"
"MU","2605905","Gameleira (PE)","26281"
"MU","2606002","Garanhuns (PE)","124996"
"MU","2606101","Glória do Goitá (PE)","27397"
"MU","2606200","Goiana (PE)","71796"
"MU","2606309","Granito (PE)","6593"
"MU","2606408","Gravatá (PE)","71570"
"MU","2606507","Iati (PE)","17733"
"MU","2606606","Ibimirim (PE)","27261"
"MU","2606705","Ibirajuba (PE)","7545"
"MU","2606804","Igarassu (PE)","93748"
"MU","2606903","Iguaracy (PE)","11880"
"MU","2607000","Inajá (PE)","14036"
"MU","2607109","Ingazeira (PE)","4444"
"MU","2607208","Ipojuca (PE)","70070"
"MU","2607307","Ipubi (PE)","25718"
"MU","2607406","Itacuruba (PE)","4097"
"MU","2607505","Itaíba (PE)","26735"
"MU","2607604","Ilha de Itamaracá (PE)","17573"
"MU","2607653","Itambé (PE)","34944"
"MU","2607703","Itapetim (PE)","13849"
"MU","2607752","Itapissuma (PE)","22852"
"MU","2607802","Itaquitinga (PE)","14985"
"MU","2607901","Jaboatão dos Guararapes (PE)","665387"
"MU","2607950","Jaqueira (PE)","12102"
"MU","2608008","Jataúba (PE)","14813"
"MU","2608057","Jatobá (PE)","13797"
"MU","2608107","João Alfredo (PE)","28488"
"MU","2608206","Joaquim Nabuco (PE)","15947"
"MU","2608255","Jucati (PE)","10500"
"MU","2608305","Jupi (PE)","13628"
"MU","2608404","Jurema (PE)","14760"
"MU","2608453","Lagoa do Carro (PE)","14380"
"MU","2608503","Lagoa de Itaenga (PE)","19987"
"MU","2608602","Lagoa do Ouro (PE)","11655"
"MU","2608701","Lagoa dos Gatos (PE)","15967"
"MU","2608750","Lagoa Grande (PE)","21125"
"MU","2608800","Lajedo (PE)","33348"
"MU","2608909","Limoeiro (PE)","55560"
"MU","2609006","Macaparana (PE)","23078"
"MU","2609105","Machados (PE)","11152"
"MU","2609154","Manari (PE)","16540"
"MU","2609204","Maraial (PE)","12352"
"MU","2609303","Mirandiba (PE)","13304"
"MU","2609402","Moreno (PE)","52830"
"MU","2609501","Nazaré da Mata (PE)","29202"
"MU","2609600","Olinda (PE)","391433"
"MU","2609709","Orobó (PE)","21632"
"MU","2609808","Orocó (PE)","13167"
"MU","2609907","Ouricuri (PE)","63042"
"MU","2610004","Palmares (PE)","56643"
"MU","2610103","Palmeirina (PE)","8487"
"MU","2610202","Panelas (PE)","24918"
"MU","2610301","Paranatama (PE)","11669"
"MU","2610400","Parnamirim (PE)","19214"
"MU","2610509","Passira (PE)","27910"
"MU","2610608","Paudalho (PE)","45777"
"MU","2610707","Paulista (PE)","307284"
"MU","2610806","Pedra (PE)","20132"
"MU","2610905","Pesqueira (PE)","61337"
"MU","2611002","Petrolândia (PE)","30597"
"MU","2611101","Petrolina (PE)","268339"
"MU","2611200","Poção (PE)","11135"
"MU","2611309","Pombos (PE)","21810"
"MU","2611408","Primavera (PE)","11853"
"MU","2611507","Quipapá (PE)","24197"
"MU","2611533","Quixaba (PE)","6875"
"MU","2611606","Recife (PE)","1533580"
"MU","2611705","Riacho das Almas (PE)","18269"
"MU","2611804","Ribeirão (PE)","38755"
"MU","2611903","Rio Formoso (PE)","21024"
"MU","2612000","Sairé (PE)","13709"
"MU","2612109","Salgadinho (PE)","7770"
"MU","2612208","Salgueiro (PE)","53167"
"MU","2612307","Saloá (PE)","15027"
"MU","2612406","Sanharó (PE)","17627"
"MU","2612455","Santa Cruz (PE)","13644"
"MU","2612471","Santa Cruz da Baixa Verde (PE)","11610"
"MU","2612505","Santa Cruz do Capibaribe (PE)","73680"
"MU","2612554","Santa Filomena (PE)","13759"
"MU","2612604","Santa Maria da Boa Vista (PE)","39626"
"MU","2612703","Santa Maria do Cambucá (PE)","12348"
"MU","2612802","Santa Terezinha (PE)","9934"
"MU","2612901","São Benedito do Sul (PE)","9790"
"MU","2613008","São Bento do Una (PE)","47230"
"MU","2613107","São Caitano (PE)","34769"
"MU","2613206","São João (PE)","21011"
"MU","2613305","São Joaquim do Monte (PE)","20869"
"MU","2613404","São José da Coroa Grande (PE)","17090"
"MU","2613503","São José do Belmonte (PE)","32704"
"MU","2613602","São José do Egito (PE)","30469"
"MU","2613701","São Lourenço da Mata (PE)","95304"
"MU","2613800","São Vicente Férrer (PE)","16598"
"MU","2613909","Serra Talhada (PE)","76198"
"MU","2614006","Serrita (PE)","18228"
"MU","2614105","Sertânia (PE)","34069"
"MU","2614204","Sirinhaém (PE)","36414"
"MU","2614303","Moreilândia (PE)","10424"
"MU","2614402","Solidão (PE)","5837"
"MU","2614501","Surubim (PE)","53934"
"MU","2614600","Tabira (PE)","25836"
"MU","2614709","Tacaimbó (PE)","12095"
"MU","2614808","Tacaratu (PE)","20552"
"MU","2614857","Tamandaré (PE)","18137"
"MU","2615003","Taquaritinga do Norte (PE)","21447"
"MU","2615102","Terezinha (PE)","6496"
"MU","2615201","Terra Nova (PE)","9057"
"MU","2615300","Timbaúba (PE)","51529"
"MU","2615409","Toritama (PE)","29897"
"MU","2615508","Tracunhaém (PE)","12734"
"MU","2615607","Trindade (PE)","24642"
"MU","2615706","Triunfo (PE)","15225"
"MU","2615805","Tupanatinga (PE)","18913"
"MU","2615904","Tuparetama (PE)","8257"
"MU","2616001","Venturosa (PE)","15576"
"MU","2616100","Verdejante (PE)","9567"
"MU","2616183","Vertente do Lério (PE)","7500"
"MU","2616209","Vertentes (PE)","17021"
"MU","2616308","Vicência (PE)","27360"
"MU","2616407","Vitória de Santo Antão (PE)","121233"
"MU","2616506","Xexéu (PE)","14224"
"MU","2700102","Água Branca (AL)","19316"
"MU","2700201","Anadia (AL)","17274"
"MU","2700300","Arapiraca (AL)","202398"
"MU","2700409","Atalaia (AL)","50323"
"MU","2700508","Barra de Santo Antônio (AL)","13731"
"MU","2700607","Barra de São Miguel (AL)","7247"
"MU","2700706","Batalha (AL)","16247"
"MU","2700805","Belém (AL)","5031"
"MU","2700904","Belo Monte (AL)","7238"
"MU","2701001","Boca da Mata (AL)","25145"
"MU","2701100","Branquinha (AL)","11796"
"MU","2701209","Cacimbinhas (AL)","9843"
"MU","2701308","Cajueiro (AL)","20076"
"MU","2701357","Campestre (AL)","6016"
"MU","2701407","Campo Alegre (AL)","45307"
"MU","2701506","Campo Grande (AL)","9563"
"MU","2701605","Canapi (AL)","17793"
"MU","2701704","Capela (AL)","17034"
"MU","2701803","Carneiros (AL)","8044"
"MU","2701902","Chã Preta (AL)","6953"
"MU","2702009","Coité do Nóia (AL)","10916"
"MU","2702108","Colônia Leopoldina (AL)","19363"
"MU","2702207","Coqueiro Seco (AL)","5336"
"MU","2702306","Coruripe (AL)","51027"
"MU","2702355","Craíbas (AL)","22411"
"MU","2702405","Delmiro Gouveia (AL)","46599"
"MU","2702504","Dois Riachos (AL)","10885"
"MU","2702553","Estrela de Alagoas (AL)","16694"
"MU","2702603","Feira Grande (AL)","21180"
"MU","2702702","Feliz Deserto (AL)","4370"
"MU","2702801","Flexeiras (AL)","11928"
"MU","2702900","Girau do Ponciano (AL)","35162"
"MU","2703007","Ibateguara (AL)","15359"
"MU","2703106","Igaci (AL)","25140"
"MU","2703205","Igreja Nova (AL)","22925"
"MU","2703304","Inhapi (AL)","17637"
"MU","2703403","Jacaré dos Homens (AL)","5724"
"MU","2703502","Jacuípe (AL)","6883"
"MU","2703601","Japaratinga (AL)","7463"
"MU","2703700","Jaramataia (AL)","5939"
"MU","2703759","Jequiá da Praia (AL)","11430"
"MU","2703809","Joaquim Gomes (AL)","21735"
"MU","2703908","Jundiá (AL)","4569"
"MU","2704005","Junqueiro (AL)","24460"
"MU","2704104","Lagoa da Canoa (AL)","17889"
"MU","2704203","Limoeiro de Anadia (AL)","25484"
"MU","2704302","Maceió (AL)","896965"
"MU","2704401","Major Isidoro (AL)","18811"
"MU","2704500","Maragogi (AL)","25726"
"MU","2704609","Maravilha (AL)","10203"
"MU","2704708","Marechal Deodoro (AL)","45141"
"MU","2704807","Maribondo (AL)","13865"
"MU","2704906","Mar Vermelho (AL)","4014"
"MU","2705002","Mata Grande (AL)","24599"
"MU","2705101","Matriz de Camaragibe (AL)","24656"
"MU","2705200","Messias (AL)","15072"
"MU","2705309","Minador do Negrão (AL)","5160"
"MU","2705408","Monteirópolis (AL)","7090"
"MU","2705507","Murici (AL)","25964"
"MU","2705606","Novo Lino (AL)","11903"
"MU","2705705","Olho d'Água das Flores (AL)","19885"
"MU","2705804","Olho d'Água do Casado (AL)","8139"
"MU","2705903","Olho d'Água Grande (AL)","4817"
"MU","2706000","Olivença (AL)","10522"
