"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Nível","Cód.","Município","Ano"
"MU","2606200","Goiana (PE)","79455"
"MU","2606309","Granito (PE)","7435"
"MU","2606408","Gravatá (PE)","83437"
"MU","2606507","Iati (PE)","19152"
"MU","2606606","Ibimirim (PE)","29055"
"MU","2606705","Ibirajuba (PE)","7756"
"MU","2606804","Igarassu (PE)","115640"
"MU","2606903","Iguaracy (PE)","12209"
"MU","2607000","Inajá (PE)","22840"
"MU","2607109","Ingazeira (PE)","4554"
"MU","2607208","Ipojuca (PE)","94709"
"MU","2607307","Ipubi (PE)","30512"
"MU","2607406","Itacuruba (PE)","4869"
"MU","2607505","Itaíba (PE)","26390"
"MU","2607604","Ilha de Itamaracá (PE)","25836"
"MU","2607653","Itambé (PE)","36422"
"MU","2607703","Itapetim (PE)","13680"
"MU","2607752","Itapissuma (PE)","26397"
"MU","2607802","Itaquitinga (PE)","16903"
"MU","2607901","Jaboatão dos Guararapes (PE)","697636"
"MU","2607950","Jaqueira (PE)","11668"
"MU","2608008","Jataúba (PE)","17070"
"MU","2608057","Jatobá (PE)","14740"
"MU","2608107","João Alfredo (PE)","33563"
"MU","2608206","Joaquim Nabuco (PE)","16036"
"MU","2608255","Jucati (PE)","11361"
"MU","2608305","Jupi (PE)","14747"
"MU","2608404","Jurema (PE)","15323"
"MU","2608453","Lagoa do Carro (PE)","17886"
"MU","2608503","Lagoa de Itaenga (PE)","21397"
"MU","2608602","Lagoa do Ouro (PE)","13065"
"MU","2608701","Lagoa dos Gatos (PE)","16262"
"MU","2608750","Lagoa Grande (PE)","25349"
"MU","2608800","Lajedo (PE)","39982"
"MU","2608909","Limoeiro (PE)","56302"
"MU","2609006","Macaparana (PE)","25278"
"MU","2609105","Machados (PE)","15851"
"MU","2609154","Manari (PE)","21085"
"MU","2609204","Maraial (PE)","11473"
"MU","2609303","Mirandiba (PE)","15308"
"MU","2609402","Moreno (PE)","62263"
"MU","2609501","Nazaré da Mata (PE)","32366"
"MU","2609600","Olinda (PE)","391835"
"MU","2609709","Orobó (PE)","23833"
"MU","2609808","Orocó (PE)","14827"
"MU","2609907","Ouricuri (PE)","68939"
"MU","2610004","Palmares (PE)","62994"
"MU","2610103","Palmeirina (PE)","7789"
"MU","2610202","Panelas (PE)","26492"
"MU","2610301","Paranatama (PE)","11478"
"MU","2610400","Parnamirim (PE)","21914"
"MU","2610509","Passira (PE)","28972"
"MU","2610608","Paudalho (PE)","56074"
"MU","2610707","Paulista (PE)","329117"
"MU","2610806","Pedra (PE)","22566"
"MU","2610905","Pesqueira (PE)","67047"
"MU","2611002","Petrolândia (PE)","36187"
"MU","2611101","Petrolina (PE)","343865"
"MU","2611200","Poção (PE)","11299"
"MU","2611309","Pombos (PE)","27033"
"MU","2611408","Primavera (PE)","14831"
"MU","2611507","Quipapá (PE)","25896"
"MU","2611533","Quixaba (PE)","6822"
"MU","2611606","Recife (PE)","1637834"
"MU","2611705","Riacho das Almas (PE)","20443"
"MU","2611804","Ribeirão (PE)","47209"
"MU","2611903","Rio Formoso (PE)","23440"
"MU","2612000","Sairé (PE)","10103"
"MU","2612109","Salgadinho (PE)","10768"
"MU","2612208","Salgueiro (PE)","60604"
"MU","2612307","Saloá (PE)","15823"
"MU","2612406","Sanharó (PE)","26026"
"MU","2612455","Santa Cruz (PE)","15236"
"MU","2612471","Santa Cruz da Baixa Verde (PE)","12531"
"MU","2612505","Santa Cruz do Capibaribe (PE)","105936"
"MU","2612554","Santa Filomena (PE)","14390"
"MU","2612604","Santa Maria da Boa Vista (PE)","41759"
"MU","2612703","Santa Maria do Cambucá (PE)","14048"
"MU","2612802","Santa Terezinha (PE)","11764"
"MU","2612901","São Benedito do Sul (PE)","15717"
"MU","2613008","São Bento do Una (PE)","58956"
"MU","2613107","São Caitano (PE)","37119"
"MU","2613206","São João (PE)","22686"
"MU","2613305","São Joaquim do Monte (PE)","21314"
"MU","2613404","São José da Coroa Grande (PE)","21004"
"MU","2613503","São José do Belmonte (PE)","33895"
"MU","2613602","São José do Egito (PE)","33789"
"MU","2613701","São Lourenço da Mata (PE)","112362"
"MU","2613800","São Vicente Férrer (PE)","17950"
"MU","2613909","Serra Talhada (PE)","85774"
"MU","2614006","Serrita (PE)","19133"
"MU","2614105","Sertânia (PE)","35761"
"MU","2614204","Sirinhaém (PE)","45359"
"MU","2614303","Moreilândia (PE)","11270"
"MU","2614402","Solidão (PE)","5993"
"MU","2614501","Surubim (PE)","64520"
"MU","2614600","Tabira (PE)","28371"
"MU","2614709","Tacaimbó (PE)","12890"
"MU","2614808","Tacaratu (PE)","25417"
"MU","2614857","Tamandaré (PE)","23149"
"MU","2615003","Taquaritinga do Norte (PE)","28416"
"MU","2615102","Terezinha (PE)","7139"
"MU","2615201","Terra Nova (PE)","9983"
"MU","2615300","Timbaúba (PE)","50956"
"MU","2615409","Toritama (PE)","44254"
"MU","2615508","Tracunhaém (PE)","13724"
"MU","2615607","Trindade (PE)","30222"
"MU","2615706","Triunfo (PE)","15265"
"MU","2615805","Tupanatinga (PE)","27052"
"MU","2615904","Tuparetama (PE)","8192"
"MU","2616001","Venturosa (PE)","18298"
"MU","2616100","Verdejante (PE)","9514"
"MU","2616183","Vertente do Lério (PE)","7666"
"MU","2616209","Vertentes (PE)","20503"
"MU","2616308","Vicência (PE)","32513"
"MU","2616407","Vitória de Santo Antão (PE)","137915"
"MU","2616506","Xexéu (PE)","14691"
"MU","2700102","Água Branca (AL)","20162"
"MU","2700201","Anadia (AL)","17564"
"MU","2700300","Arapiraca (AL)","230417"
"MU","2700409","Atalaia (AL)","47000"
"MU","2700508","Barra de Santo Antônio (AL)","15792"
"MU","2700607","Barra de São Miguel (AL)","8264"
"MU","2700706","Batalha (AL)","18455"
"MU","2700805","Belém (AL)","4406"
"MU","2700904","Belo Monte (AL)","6696"
"MU","2701001","Boca da Mata (AL)","27168"
"MU","2701100","Branquinha (AL)","10529"
"MU","2701209","Cacimbinhas (AL)","10730"
"MU","2701308","Cajueiro (AL)","21194"
"MU","2701357","Campestre (AL)","6918"
"MU","2701407","Campo Alegre (AL)","56579"
"MU","2701506","Campo Grande (AL)","9549"
"MU","2701605","Canapi (AL)","17726"
"MU","2701704","Capela (AL)","17124"
"MU","2701803","Carneiros (AL)","9000"
"MU","2701902","Chã Preta (AL)","7319"
"MU","2702009","Coité do Nóia (AL)","10744"
"MU","2702108","Colônia Leopoldina (AL)","21575"
"MU","2702207","Coqueiro Seco (AL)","5826"
"MU","2702306","Coruripe (AL)","56562"
"MU","2702355","Craíbas (AL)","24129"
"MU","2702405","Delmiro Gouveia (AL)","51763"
"MU","2702504","Dois Riachos (AL)","11054"
"MU","2702553","Estrela de Alagoas (AL)","18153"
"MU","2702603","Feira Grande (AL)","22152"
"MU","2702702","Feliz Deserto (AL)","4729"
"MU","2702801","Flexeiras (AL)","12773"
"MU","2702900","Girau do Ponciano (AL)","40588"
"MU","2703007","Ibateguara (AL)","15606"
"MU","2703106","Igaci (AL)","25649"
"MU","2703205","Igreja Nova (AL)","24408"
"MU","2703304","Inhapi (AL)","18378"
"MU","2703403","Jacaré dos Homens (AL)","5288"
"MU","2703502","Jacuípe (AL)","7036"
"MU","2703601","Japaratinga (AL)","8317"
"MU","2703700","Jaramataia (AL)","5597"
"MU","2703759","Jequiá da Praia (AL)","11624"
"MU","2703809","Joaquim Gomes (AL)","23903"
"MU","2703908","Jundiá (AL)","4175"
"MU","2704005","Junqueiro (AL)","24731"
"MU","2704104","Lagoa da Canoa (AL)","17934"
"MU","2704203","Limoeiro de Anadia (AL)","28495"
"MU","2704302","Maceió (AL)","1012382"
"MU","2704401","Major Isidoro (AL)","19891"
"MU","2704500","Maragogi (AL)","32369"
"MU","2704609","Maravilha (AL)","9326"
"MU","2704708","Marechal Deodoro (AL)","51364"
"MU","2704807","Maribondo (AL)","13337"
"MU","2704906","Mar Vermelho (AL)","3534"
"MU","2705002","Mata Grande (AL)","25226"
"MU","2705101","Matriz de Camaragibe (AL)","24649"
"MU","2705200","Messias (AL)","17676"
"MU","2705309","Minador do Negrão (AL)","5337"
"MU","2705408","Monteirópolis (AL)","7153"
"MU","2705507","Murici (AL)","28137"
"MU","2705606","Novo Lino (AL)","12615"
"MU","2705705","Olho d'Água das Flores (AL)","21437"
"MU","2705804","Olho d'Água do Casado (AL)","9303"
"MU","2705903","Olho d'Água Grande (AL)","5117"
"MU","2706000","Olivença (AL)","11591"
"MU","2706109","Ouro Branco (AL)","11456"
"MU","2706208","Palestina (AL)","4985"
"MU","2706307","Palmeira dos Índios (AL)","73096"
"MU","2706406","Pão de Açúcar (AL)","24446"
"MU","2706422","Pariconha (AL)","10527"
"MU","2706448","Paripueira (AL)","13016"
"MU","2706505","Passo de Camaragibe (AL)","15232"
"MU","2706604","Paulo Jacinto (AL)","7568"
"MU","2706703","Penedo (AL)","63516"
"MU","2706802","Piaçabuçu (AL)","17805"
"MU","2706901","Pilar (AL)","35008"
"MU","2707008","Pindoba (AL)","2911"
"MU","2707107","Piranhas (AL)","24891"
"MU","2707206","Poço das Trincheiras (AL)","14354"
"MU","2707305","Porto Calvo (AL)","27079"
"MU","2707404","Porto de Pedras (AL)","7873"
"MU","2707503","Porto Real do Colégio (AL)","20018"
"MU","2707602","Quebrangulo (AL)","11342"
"MU","2707701","Rio Largo (AL)","74838"
"MU","2707800","Roteiro (AL)","6680"
"MU","2707909","Santa Luzia do Norte (AL)","7272"
"MU","2708006","Santana do Ipanema (AL)","47486"
"MU","2708105","Santana do Mundaú (AL)","10755"
"MU","2708204","São Brás (AL)","6953"
"MU","2708303","São José da Laje (AL)","23855"
"MU","2708402","São José da Tapera (AL)","32111"
"MU","2708501","São Luís do Quitunde (AL)","34415"
"MU","2708600","São Miguel dos Campos (AL)","60775"
"MU","2708709","São Miguel dos Milagres (AL)","7888"
"MU","2708808","São Sebastião (AL)","34011"
"MU","2708907","Satuba (AL)","13716"
"MU","2708956","Senador Rui Palmeira (AL)","13818"
"MU","2709004","Tanque d'Arca (AL)","6187"
"MU","2709103","Taquarana (AL)","19886"
"MU","2709152","Teotônio Vilela (AL)","43960"
"MU","2709202","Traipu (AL)","27632"
"MU","2709301","União dos Palmares (AL)","65461"
"MU","2709400","Viçosa (AL)","25773"
"MU","2800100","Amparo de São Francisco (SE)","2368"
"MU","2800209","Aquidabã (SE)","21443"
"MU","2800308","Aracaju (SE)","648939"
"MU","2800407","Arauá (SE)","10168"
"MU","2800506","Areia Branca (SE)","18396"
"MU","2800605","Barra dos Coqueiros (SE)","29873"
"MU","2800670","Boquim (SE)","26731"
"MU","2800704","Brejo Grande (SE)","8264"
"MU","2801009","Campo do Brito (SE)","17997"
"MU","2801108","Canhoba (SE)","4011"
"MU","2801207","Canindé de São Francisco (SE)","29430"
"MU","2801306","Capela (SE)","33904"
"MU","2801405","Carira (SE)","21724"
"MU","2801504","Carmópolis (SE)","16324"
"MU","2801603","Cedro de São João (SE)","5880"
"MU","2801702","Cristinápolis (SE)","18190"
"MU","2801900","Cumbe (SE)","3977"
"MU","2802007","Divina Pastora (SE)","5059"
"MU","2802106","Estância (SE)","68804"
"MU","2802205","Feira Nova (SE)","5567"
"MU","2802304","Frei Paulo (SE)","15283"
"MU","2802403","Gararu (SE)","11606"
"MU","2802502","General Maynard (SE)","3307"
"MU","2802601","Gracho Cardoso (SE)","5811"
"MU","2802700","Ilha das Flores (SE)","8519"
"MU","2802809","Indiaroba (SE)","17761"
"MU","2802908","Itabaiana (SE)","94696"
"MU","2803005","Itabaianinha (SE)","41684"
"MU","2803104","Itabi (SE)","4921"
"MU","2803203","Itaporanga d'Ajuda (SE)","33994"
"MU","2803302","Japaratuba (SE)","18576"
"MU","2803401","Japoatã (SE)","13085"
"MU","2803500","Lagarto (SE)","103576"
"MU","2803609","Laranjeiras (SE)","29567"
"MU","2803708","Macambira (SE)","6877"
"MU","2803807","Malhada dos Bois (SE)","3665"
"MU","2803906","Malhador (SE)","12581"
"MU","2804003","Maruim (SE)","17153"
"MU","2804102","Moita Bonita (SE)","11322"
"MU","2804201","Monte Alegre de Sergipe (SE)","15120"
"MU","2804300","Muribeca (SE)","7610"
"MU","2804409","Neópolis (SE)","18735"
"MU","2804458","Nossa Senhora Aparecida (SE)","8783"
"MU","2804508","Nossa Senhora da Glória (SE)","36514"
"MU","2804607","Nossa Senhora das Dores (SE)","26460"
"MU","2804706","Nossa Senhora de Lourdes (SE)","6470"
"MU","2804805","Nossa Senhora do Socorro (SE)","181503"
"MU","2804904","Pacatuba (SE)","14347"
"MU","2805000","Pedra Mole (SE)","3236"
"MU","2805109","Pedrinhas (SE)","9538"
"MU","2805208","Pinhão (SE)","6523"
"MU","2805307","Pirambu (SE)","9199"
"MU","2805406","Poço Redondo (SE)","34412"
"MU","2805505","Poço Verde (SE)","23586"
"MU","2805604","Porto da Folha (SE)","28497"
"MU","2805703","Propriá (SE)","29559"
"MU","2805802","Riachão do Dantas (SE)","19800"
"MU","2805901","Riachuelo (SE)","10140"
"MU","2806008","Ribeirópolis (SE)","18528"
"MU","2806107","Rosário do Catete (SE)","10697"
"MU","2806206","Salgado (SE)","19970"
"MU","2806305","Santa Luzia do Itanhy (SE)","13947"
"MU","2806404","Santana do São Francisco (SE)","7714"
"MU","2806503","Santa Rosa de Lima (SE)","3904"
"MU","2806602","Santo Amaro das Brotas (SE)","12051"
"MU","2806701","São Cristóvão (SE)","89027"
"MU","2806800","São Domingos (SE)","11065"
"MU","2806909","São Francisco (SE)","3987"
"MU","2807006","São Miguel do Aleixo (SE)","3913"
"MU","2807105","Simão Dias (SE)","40486"
"MU","2807204","Siriri (SE)","8813"
"MU","2807303","Telha (SE)","3204"
"MU","2807402","Tobias Barreto (SE)","51843"
"MU","2807501","Tomar do Geru (SE)","13061"
"MU","2807600","Umbaúba (SE)","25033"
"MU","2900108","Abaíra (BA)","8767"
"MU","2900207","Abaré (BA)","19814"
"MU","2900306","Acajutiba (BA)","15129"
"MU","2900355","Adustina (BA)","16784"
"MU","2900405","Água Fria (BA)","16901"
"MU","2900504","Érico Cardoso (BA)","10662"
"MU","2900603","Aiquara (BA)","4478"
"MU","2900702","Alagoinhas (BA)","150832"
"MU","2900801","Alcobaça (BA)","22449"
"MU","2900900","Almadina (BA)","5566"
"MU","2901007","Amargosa (BA)","37031"
"MU","2901106","Amélia Rodrigues (BA)","25224"
"MU","2901155","América Dourada (BA)","16097"
"MU","2901205","Anagé (BA)","18194"
"MU","2901304","Andaraí (BA)","13153"
"MU","2901353","Andorinha (BA)","14690"
"MU","2901403","Angical (BA)","14017"
"MU","2901502","Anguera (BA)","11142"
"MU","2901601","Antas (BA)","19093"
"MU","2901700","Antônio Cardoso (BA)","11691"
"MU","2901809","Antônio Gonçalves (BA)","11715"
"MU","2901908","Aporá (BA)","17673"
"MU","2901957","Apuarema (BA)","7360"
"MU","2902005","Aracatu (BA)","13229"
"MU","2902054","Araçás (BA)","12143"
"MU","2902104","Araci (BA)","54099"
"MU","2902203","Aramari (BA)","11332"
"MU","2902252","Arataca (BA)","11079"
"MU","2902302","Aratuípe (BA)","8813"
"MU","2902401","Aurelino Leal (BA)","11774"
"MU","2902500","Baianópolis (BA)","13824"
"MU","2902609","Baixa Grande (BA)","20488"
"MU","2902658","Banzaê (BA)","13217"
"MU","2902708","Barra (BA)","53231"
"MU","2902807","Barra da Estiva (BA)","20813"
"MU","2902906","Barra do Choça (BA)","32018"
"MU","2903003","Barra do Mendes (BA)","13900"
"MU","2903102","Barra do Rocha (BA)","5821"
"MU","2903201","Barreiras (BA)","153831"
"MU","2903235","Barro Alto (BA)","14802"
"MU","2903276","Barrocas (BA)","15846"
"MU","2903300","Barro Preto (BA)","5743"
"MU","2903409","Belmonte (BA)","23214"
"MU","2903508","Belo Campo (BA)","17317"
"MU","2903607","Biritinga (BA)","15975"
"MU","2903706","Boa Nova (BA)","12953"
"MU","2903805","Boa Vista do Tupim (BA)","18622"
"MU","2903904","Bom Jesus da Lapa (BA)","68609"
"MU","2903953","Bom Jesus da Serra (BA)","9942"
"MU","2904001","Boninal (BA)","14288"
"MU","2904050","Bonito (BA)","16637"
"MU","2904100","Boquira (BA)","21520"
"MU","2904209","Botuporã (BA)","10300"
"MU","2904308","Brejões (BA)","14370"
"MU","2904407","Brejolândia (BA)","10493"
"MU","2904506","Brotas de Macaúbas (BA)","10341"
"MU","2904605","Brumado (BA)","67048"
"MU","2904704","Buerarema (BA)","18391"
"MU","2904753","Buritirama (BA)","21067"
"MU","2904803","Caatiba (BA)","7043"
"MU","2904852","Cabaceiras do Paraguaçu (BA)","18698"
"MU","2904902","Cachoeira (BA)","33861"
"MU","2905008","Caculé (BA)","23045"
"MU","2905107","Caém (BA)","9372"
"MU","2905156","Caetanos (BA)","15524"
"MU","2905206","Caetité (BA)","50861"
"MU","2905305","Cafarnaum (BA)","18356"
"MU","2905404","Cairu (BA)","17913"
"MU","2905503","Caldeirão Grande (BA)","13260"
"MU","2905602","Camacan (BA)","31968"
"MU","2905701","Camaçari (BA)","293723"
"MU","2905800","Camamu (BA)","35248"
"MU","2905909","Campo Alegre de Lourdes (BA)","28844"
"MU","2906006","Campo Formoso (BA)","70912"
"MU","2906105","Canápolis (BA)","9719"
"MU","2906204","Canarana (BA)","26020"
"MU","2906303","Canavieiras (BA)","31301"
"MU","2906402","Candeal (BA)","8338"
"MU","2906501","Candeias (BA)","86677"
"MU","2906600","Candiba (BA)","14268"
"MU","2906709","Cândido Sales (BA)","25332"
"MU","2906808","Cansanção (BA)","34784"
"MU","2906824","Canudos (BA)","16752"
"MU","2906857","Capela do Alto Alegre (BA)","11660"
"MU","2906873","Capim Grosso (BA)","30451"
"MU","2906899","Caraíbas (BA)","9107"
"MU","2906907","Caravelas (BA)","21937"
"MU","2907004","Cardeal da Silva (BA)","9240"
"MU","2907103","Carinhanha (BA)","28965"
"MU","2907202","Casa Nova (BA)","71366"
"MU","2907301","Castro Alves (BA)","26209"
"MU","2907400","Catolândia (BA)","3555"
"MU","2907509","Catu (BA)","54424"
"MU","2907558","Caturama (BA)","9340"
"MU","2907608","Central (BA)","17252"
"MU","2907707","Chorrochó (BA)","11154"
"MU","2907806","Cícero Dantas (BA)","33356"
"MU","2907905","Cipó (BA)","17097"
"MU","2908002","Coaraci (BA)","17458"
"MU","2908101","Cocos (BA)","18746"
"MU","2908200","Conceição da Feira (BA)","22392"
"MU","2908309","Conceição do Almeida (BA)","17332"
"MU","2908408","Conceição do Coité (BA)","66191"
"MU","2908507","Conceição do Jacuípe (BA)","32909"
"MU","2908606","Conde (BA)","25630"
"MU","2908705","Condeúba (BA)","17319"
"MU","2908804","Contendas do Sincorá (BA)","4086"
"MU","2908903","Coração de Maria (BA)","22719"
"MU","2909000","Cordeiros (BA)","8585"
"MU","2909109","Coribe (BA)","14240"
"MU","2909208","Coronel João Sá (BA)","15801"
"MU","2909307","Correntina (BA)","32081"
"MU","2909406","Cotegipe (BA)","13796"
"MU","2909505","Cravolândia (BA)","5349"
"MU","2909604","Crisópolis (BA)","21040"
"MU","2909703","Cristópolis (BA)","13872"
"MU","2909802","Cruz das Almas (BA)","62871"
"MU","2909901","Curaçá (BA)","34389"
"MU","2910008","Dário Meira (BA)","10906"
"MU","2910057","Dias d'Ávila (BA)","79685"
"MU","2910107","Dom Basílio (BA)","12155"
"MU","2910206","Dom Macedo Costa (BA)","4050"
"MU","2910305","Elísio Medrado (BA)","8119"
"MU","2910404","Encruzilhada (BA)","17593"
"MU","2910503","Entre Rios (BA)","41654"
"MU","2910602","Esplanada (BA)","36882"
"MU","2910701","Euclides da Cunha (BA)","59842"
"MU","2910727","Eunápolis (BA)","112318"
"MU","2910750","Fátima (BA)","17601"
"MU","2910776","Feira da Mata (BA)","5668"
"MU","2910800","Feira de Santana (BA)","609913"
"MU","2910859","Filadélfia (BA)","16410"
"MU","2910909","Firmino Alves (BA)","5604"
"MU","2911006","Floresta Azul (BA)","10686"
"MU","2911105","Formosa do Rio Preto (BA)","25311"
"MU","2911204","Gandu (BA)","32202"
"MU","2911253","Gavião (BA)","4487"
"MU","2911303","Gentio do Ouro (BA)","11206"
"MU","2911402","Glória (BA)","15208"
"MU","2911501","Gongogi (BA)","7276"
"MU","2911600","Governador Mangabeira (BA)","20679"
"MU","2911659","Guajeru (BA)","7239"
"MU","2911709","Guanambi (BA)","84014"
"MU","2911808","Guaratinga (BA)","20991"
"MU","2911857","Heliópolis (BA)","13076"
"MU","2911907","Iaçu (BA)","24496"
"MU","2912004","Ibiassucê (BA)","9427"
"MU","2912103","Ibicaraí (BA)","22014"
"MU","2912202","Ibicoara (BA)","19346"
"MU","2912301","Ibicuí (BA)","16162"
"MU","2912400","Ibipeba (BA)","18097"
"MU","2912509","Ibipitanga (BA)","14856"
"MU","2912608","Ibiquera (BA)","4043"
"MU","2912707","Ibirapitanga (BA)","23343"
"MU","2912806","Ibirapuã (BA)","8581"
"MU","2912905","Ibirataia (BA)","15760"
"MU","2913002","Ibitiara (BA)","16272"
"MU","2913101","Ibititá (BA)","17150"
"MU","2913200","Ibotirama (BA)","26846"
"MU","2913309","Ichu (BA)","6194"
"MU","2913408","Igaporã (BA)","15630"
"MU","2913457","Igrapiúna (BA)","13367"
"MU","2913507","Iguaí (BA)","26868"
"MU","2913606","Ilhéus (BA)","164844"
"MU","2913705","Inhambupe (BA)","39499"
"MU","2913804","Ipecaetá (BA)","14625"
"MU","2913903","Ipiaú (BA)","45823"
"MU","2914000","Ipirá (BA)","59763"
"MU","2914109","Ipupiara (BA)","9817"
"MU","2914208","Irajuba (BA)","7243"
"MU","2914307","Iramaia (BA)","8893"
"MU","2914406","Iraquara (BA)","24942"
"MU","2914505","Irará (BA)","28892"
"MU","2914604","Irecê (BA)","72386"
"MU","2914653","Itabela (BA)","30413"
"MU","2914703","Itaberaba (BA)","64325"
"MU","2914802","Itabuna (BA)","212740"
"MU","2914901","Itacaré (BA)","27891"
"MU","2915007","Itaeté (BA)","15999"
"MU","2915106","Itagi (BA)","12462"
"MU","2915205","Itagibá (BA)","14712"
"MU","2915304","Itagimirim (BA)","6914"
"MU","2915353","Itaguaçu da Bahia (BA)","14311"
"MU","2915403","Itaju do Colônia (BA)","6770"
"MU","2915502","Itajuípe (BA)","20587"
"MU","2915601","Itamaraju (BA)","64521"
"MU","2915700","Itamari (BA)","8069"
"MU","2915809","Itambé (BA)","23358"
"MU","2915908","Itanagra (BA)","6445"
"MU","2916005","Itanhém (BA)","19499"
"MU","2916104","Itaparica (BA)","22114"
"MU","2916203","Itapé (BA)","9008"
"MU","2916302","Itapebi (BA)","10306"
"MU","2916401","Itapetinga (BA)","75470"
"MU","2916500","Itapicuru (BA)","35256"
"MU","2916609","Itapitanga (BA)","10328"
"MU","2916708","Itaquara (BA)","8288"
"MU","2916807","Itarantim (BA)","19646"
"MU","2916856","Itatim (BA)","14432"
"MU","2916906","Itiruçu (BA)","12624"
"MU","2917003","Itiúba (BA)","36063"
"MU","2917102","Itororó (BA)","20375"
"MU","2917201","Ituaçu (BA)","18889"
"MU","2917300","Ituberá (BA)","28457"
"MU","2917334","Iuiu (BA)","10969"
"MU","2917359","Jaborandi (BA)","8496"
"MU","2917409","Jacaraci (BA)","14834"
"MU","2917508","Jacobina (BA)","80394"
"MU","2917607","Jaguaquara (BA)","54163"
"MU","2917706","Jaguarari (BA)","33385"
"MU","2917805","Jaguaripe (BA)","18588"
"MU","2917904","Jandaíra (BA)","10691"
"MU","2918001","Jequié (BA)","155800"
"MU","2918100","Jeremoabo (BA)","40232"
"MU","2918209","Jiquiriçá (BA)","14516"
"MU","2918308","Jitaúna (BA)","11540"
"MU","2918357","João Dourado (BA)","24964"
"MU","2918407","Juazeiro (BA)","215183"
"MU","2918456","Jucuruçu (BA)","9272"
"MU","2918506","Jussara (BA)","15307"
"MU","2918555","Jussari (BA)","5902"
"MU","2918605","Jussiape (BA)","6406"
"MU","2918704","Lafaiete Coutinho (BA)","3757"
"MU","2918753","Lagoa Real (BA)","15555"
"MU","2918803","Laje (BA)","23638"
"MU","2918902","Lajedão (BA)","3934"
"MU","2919009","Lajedinho (BA)","3808"
"MU","2919058","Lajedo do Tabocal (BA)","8546"
"MU","2919108","Lamarão (BA)","8430"
"MU","2919157","Lapão (BA)","27170"
"MU","2919207","Lauro de Freitas (BA)","195095"
"MU","2919306","Lençóis (BA)","11315"
"MU","2919405","Licínio de Almeida (BA)","12406"
"MU","2919504","Livramento de Nossa Senhora (BA)","45388"
"MU","2919553","Luís Eduardo Magalhães (BA)","84753"
"MU","2919603","Macajuba (BA)","11364"
"MU","2919702","Macarani (BA)","18592"
"MU","2919801","Macaúbas (BA)","49474"
"MU","2919900","Macururé (BA)","7862"
"MU","2919926","Madre de Deus (BA)","20737"
"MU","2919959","Maetinga (BA)","3577"
"MU","2920007","Maiquinique (BA)","10016"
"MU","2920106","Mairi (BA)","18753"
"MU","2920205","Malhada (BA)","16830"
"MU","2920304","Malhada de Pedras (BA)","8430"
"MU","2920403","Manoel Vitorino (BA)","13397"
"MU","2920452","Mansidão (BA)","13546"
"MU","2920502","Maracás (BA)","21295"
"MU","2920601","Maragogipe (BA)","44555"
"MU","2920700","Maraú (BA)","20518"
"MU","2920809","Marcionílio Souza (BA)","10434"
"MU","2920908","Mascote (BA)","13931"
"MU","2921005","Mata de São João (BA)","46014"
"MU","2921054","Matina (BA)","12116"
"MU","2921104","Medeiros Neto (BA)","22659"
"MU","2921203","Miguel Calmon (BA)","26159"
"MU","2921302","Milagres (BA)","11009"
"MU","2921401","Mirangaba (BA)","18195"
"MU","2921450","Mirante (BA)","8844"
"MU","2921500","Monte Santo (BA)","49565"
"MU","2921609","Morpará (BA)","8542"
"MU","2921708","Morro do Chapéu (BA)","35383"
"MU","2921807","Mortugaba (BA)","12031"
"MU","2921906","Mucugê (BA)","9244"
"MU","2922003","Mucuri (BA)","41221"
"MU","2922052","Mulungu do Morro (BA)","11114"
"MU","2922102","Mundo Novo (BA)","26575"
"MU","2922201","Muniz Ferreira (BA)","7399"
"MU","2922250","Muquém do São Francisco (BA)","11280"
"MU","2922300","Muritiba (BA)","29387"
"MU","2922409","Mutuípe (BA)","22156"
"MU","2922508","Nazaré (BA)","28451"
"MU","2922607","Nilo Peçanha (BA)","13914"
"MU","2922656","Nordestina (BA)","13095"
"MU","2922706","Nova Canaã (BA)","16451"
"MU","2922730","Nova Fátima (BA)","7802"
"MU","2922755","Nova Ibiá (BA)","6631"
"MU","2922805","Nova Itarana (BA)","8172"
"MU","2922854","Nova Redenção (BA)","9115"
"MU","2922904","Nova Soure (BA)","24493"
"MU","2923001","Nova Viçosa (BA)","42950"
"MU","2923035","Novo Horizonte (BA)","12241"
"MU","2923050","Novo Triunfo (BA)","15380"
"MU","2923100","Olindina (BA)","28152"
"MU","2923209","Oliveira dos Brejinhos (BA)","21838"
"MU","2923308","Ouriçangas (BA)","8557"
"MU","2923357","Ourolândia (BA)","17389"
"MU","2923407","Palmas de Monte Alto (BA)","21703"
"MU","2923506","Palmeiras (BA)","8961"
"MU","2923605","Paramirim (BA)","21518"
"MU","2923704","Paratinga (BA)","31853"
"MU","2923803","Paripiranga (BA)","28956"
"MU","2923902","Pau Brasil (BA)","9981"
"MU","2924009","Paulo Afonso (BA)","117014"
"MU","2924058","Pé de Serra (BA)","13601"
"MU","2924108","Pedrão (BA)","7298"
"MU","2924207","Pedro Alexandre (BA)","17486"
"MU","2924306","Piatã (BA)","17269"
"MU","2924405","Pilão Arcado (BA)","34486"
"MU","2924504","Pindaí (BA)","16234"
"MU","2924603","Pindobaçu (BA)","20204"
"MU","2924652","Pintadas (BA)","10482"
